Waktu(s),ID_Agen,Tipe_Agen,ID_Edge,Fungsi_Edge
13.00,CyanCar.0,Vehicle,-E6,normal
13.00,RedCar.0,Vehicle,-E4,normal
13.00,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.00,Ped2.0,Pedestrian,:J5_c0,crossing
13.10,CyanCar.0,Vehicle,-E6,normal
13.10,RedCar.0,Vehicle,-E4,normal
13.10,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.10,Ped2.0,Pedestrian,:J5_c0,crossing
13.20,CyanCar.0,Vehicle,-E6,normal
13.20,RedCar.0,Vehicle,-E4,normal
13.20,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.20,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.30,CyanCar.0,Vehicle,-E6,normal
13.30,RedCar.0,Vehicle,-E4,normal
13.30,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.30,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.40,CyanCar.0,Vehicle,-E6,normal
13.40,RedCar.0,Vehicle,-E4,normal
13.40,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.40,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.50,CyanCar.0,Vehicle,-E6,normal
13.50,RedCar.0,Vehicle,-E4,normal
13.50,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.50,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.60,CyanCar.0,Vehicle,-E6,normal
13.60,RedCar.0,Vehicle,-E4,normal
13.60,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.60,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.70,CyanCar.0,Vehicle,-E6,normal
13.70,RedCar.0,Vehicle,-E4,normal
13.70,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.70,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.80,CyanCar.0,Vehicle,-E6,normal
13.80,RedCar.0,Vehicle,-E4,normal
13.80,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.80,Ped2.0,Pedestrian,:J5_w1,walkingarea
13.90,CyanCar.0,Vehicle,-E6,normal
13.90,RedCar.0,Vehicle,-E4,normal
13.90,Ped1.0,Pedestrian,:J5_w3,walkingarea
13.90,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.00,CyanCar.0,Vehicle,-E6,normal
14.00,RedCar.0,Vehicle,-E4,normal
14.00,Ped1.0,Pedestrian,:J5_w3,walkingarea
14.00,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.10,CyanCar.0,Vehicle,-E6,normal
14.10,RedCar.0,Vehicle,-E4,normal
14.10,Ped1.0,Pedestrian,-E4,normal
14.10,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.20,CyanCar.0,Vehicle,-E6,normal
14.20,RedCar.0,Vehicle,-E4,normal
14.20,Ped1.0,Pedestrian,-E4,normal
14.20,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.30,CyanCar.0,Vehicle,-E6,normal
14.30,RedCar.0,Vehicle,-E4,normal
14.30,Ped1.0,Pedestrian,-E4,normal
14.30,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.40,CyanCar.0,Vehicle,-E6,normal
14.40,RedCar.0,Vehicle,-E4,normal
14.40,Ped1.0,Pedestrian,-E4,normal
14.40,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.50,CyanCar.0,Vehicle,-E6,normal
14.50,RedCar.0,Vehicle,-E4,normal
14.50,Ped1.0,Pedestrian,-E4,normal
14.50,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.60,CyanCar.0,Vehicle,-E6,normal
14.60,RedCar.0,Vehicle,-E4,normal
14.60,Ped1.0,Pedestrian,-E4,normal
14.60,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.70,CyanCar.0,Vehicle,-E6,normal
14.70,RedCar.0,Vehicle,-E4,normal
14.70,Ped1.0,Pedestrian,-E4,normal
14.70,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.80,CyanCar.0,Vehicle,-E6,normal
14.80,RedCar.0,Vehicle,-E4,normal
14.80,Ped1.0,Pedestrian,-E4,normal
14.80,Ped2.0,Pedestrian,:J5_w1,walkingarea
14.90,CyanCar.0,Vehicle,-E6,normal
14.90,RedCar.0,Vehicle,-E4,normal
14.90,Ped1.0,Pedestrian,-E4,normal
14.90,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.00,CyanCar.0,Vehicle,-E6,normal
15.00,RedCar.0,Vehicle,-E4,normal
15.00,Ped1.0,Pedestrian,-E4,normal
15.00,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.10,CyanCar.0,Vehicle,-E6,normal
15.10,RedCar.0,Vehicle,-E4,normal
15.10,Ped1.0,Pedestrian,-E4,normal
15.10,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.20,CyanCar.0,Vehicle,-E6,normal
15.20,RedCar.0,Vehicle,-E4,normal
15.20,Ped1.0,Pedestrian,-E4,normal
15.20,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.30,CyanCar.0,Vehicle,-E6,normal
15.30,RedCar.0,Vehicle,-E4,normal
15.30,Ped1.0,Pedestrian,-E4,normal
15.30,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.40,CyanCar.0,Vehicle,-E6,normal
15.40,RedCar.0,Vehicle,-E4,normal
15.40,Ped1.0,Pedestrian,-E4,normal
15.40,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.50,CyanCar.0,Vehicle,-E6,normal
15.50,RedCar.0,Vehicle,-E4,normal
15.50,Ped1.0,Pedestrian,-E4,normal
15.50,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.60,CyanCar.0,Vehicle,-E6,normal
15.60,RedCar.0,Vehicle,-E4,normal
15.60,Ped1.0,Pedestrian,-E4,normal
15.60,Ped2.0,Pedestrian,:J5_w1,walkingarea
15.70,CyanCar.0,Vehicle,-E6,normal
15.70,RedCar.0,Vehicle,-E4,normal
15.70,Ped1.0,Pedestrian,-E4,normal
15.70,Ped2.0,Pedestrian,-E6,normal
15.80,CyanCar.0,Vehicle,-E6,normal
15.80,RedCar.0,Vehicle,-E4,normal
15.80,Ped1.0,Pedestrian,-E4,normal
15.80,Ped2.0,Pedestrian,-E6,normal
15.90,CyanCar.0,Vehicle,-E6,normal
15.90,RedCar.0,Vehicle,-E4,normal
15.90,Ped1.0,Pedestrian,-E4,normal
15.90,Ped2.0,Pedestrian,-E6,normal
16.00,CyanCar.0,Vehicle,-E6,normal
16.00,RedCar.0,Vehicle,-E4,normal
16.00,Ped1.0,Pedestrian,-E4,normal
16.00,Ped2.0,Pedestrian,-E6,normal
16.10,CyanCar.0,Vehicle,-E6,normal
16.10,RedCar.0,Vehicle,-E4,normal
16.10,Ped1.0,Pedestrian,-E4,normal
16.10,Ped2.0,Pedestrian,-E6,normal
16.20,CyanCar.0,Vehicle,-E6,normal
16.20,RedCar.0,Vehicle,-E4,normal
16.20,Ped1.0,Pedestrian,-E4,normal
16.20,Ped2.0,Pedestrian,-E6,normal
16.30,CyanCar.0,Vehicle,-E6,normal
16.30,RedCar.0,Vehicle,-E4,normal
16.30,Ped1.0,Pedestrian,-E4,normal
16.30,Ped2.0,Pedestrian,-E6,normal
16.40,CyanCar.0,Vehicle,-E6,normal
16.40,RedCar.0,Vehicle,-E4,normal
16.40,Ped1.0,Pedestrian,-E4,normal
16.40,Ped2.0,Pedestrian,-E6,normal
16.50,CyanCar.0,Vehicle,-E6,normal
16.50,RedCar.0,Vehicle,-E4,normal
16.50,Ped1.0,Pedestrian,-E4,normal
16.50,Ped2.0,Pedestrian,-E6,normal
16.60,CyanCar.0,Vehicle,-E6,normal
16.60,RedCar.0,Vehicle,-E4,normal
16.60,Ped1.0,Pedestrian,-E4,normal
16.60,Ped2.0,Pedestrian,-E6,normal
16.70,CyanCar.0,Vehicle,-E6,normal
16.70,RedCar.0,Vehicle,-E4,normal
16.70,Ped1.0,Pedestrian,-E4,normal
16.70,Ped2.0,Pedestrian,-E6,normal
16.80,CyanCar.0,Vehicle,-E6,normal
16.80,RedCar.0,Vehicle,-E4,normal
16.80,Ped1.0,Pedestrian,-E4,normal
16.80,Ped2.0,Pedestrian,-E6,normal
16.90,CyanCar.0,Vehicle,-E6,normal
16.90,RedCar.0,Vehicle,-E4,normal
16.90,Ped1.0,Pedestrian,-E4,normal
16.90,Ped2.0,Pedestrian,-E6,normal
17.00,CyanCar.0,Vehicle,-E6,normal
17.00,RedCar.0,Vehicle,-E4,normal
17.00,Ped1.0,Pedestrian,-E4,normal
17.00,Ped2.0,Pedestrian,-E6,normal
17.10,CyanCar.0,Vehicle,-E6,normal
17.10,RedCar.0,Vehicle,-E4,normal
17.10,Ped1.0,Pedestrian,-E4,normal
17.10,Ped2.0,Pedestrian,-E6,normal
17.20,CyanCar.0,Vehicle,-E6,normal
17.20,RedCar.0,Vehicle,-E4,normal
17.20,Ped1.0,Pedestrian,-E4,normal
17.20,Ped2.0,Pedestrian,-E6,normal
17.30,CyanCar.0,Vehicle,-E6,normal
17.30,RedCar.0,Vehicle,-E4,normal
17.30,Ped1.0,Pedestrian,-E4,normal
17.30,Ped2.0,Pedestrian,-E6,normal
17.40,CyanCar.0,Vehicle,-E6,normal
17.40,RedCar.0,Vehicle,-E4,normal
17.40,Ped1.0,Pedestrian,-E4,normal
17.40,Ped2.0,Pedestrian,-E6,normal
17.50,CyanCar.0,Vehicle,-E6,normal
17.50,RedCar.0,Vehicle,-E4,normal
17.50,Ped1.0,Pedestrian,-E4,normal
17.50,Ped2.0,Pedestrian,-E6,normal
17.60,CyanCar.0,Vehicle,-E6,normal
17.60,RedCar.0,Vehicle,-E4,normal
17.60,Ped1.0,Pedestrian,-E4,normal
17.60,Ped2.0,Pedestrian,-E6,normal
17.70,CyanCar.0,Vehicle,-E6,normal
17.70,RedCar.0,Vehicle,-E4,normal
17.70,Ped1.0,Pedestrian,-E4,normal
17.70,Ped2.0,Pedestrian,-E6,normal
17.80,CyanCar.0,Vehicle,-E6,normal
17.80,RedCar.0,Vehicle,-E4,normal
17.80,Ped1.0,Pedestrian,-E4,normal
17.80,Ped2.0,Pedestrian,-E6,normal
17.90,CyanCar.0,Vehicle,-E6,normal
17.90,RedCar.0,Vehicle,-E4,normal
17.90,Ped1.0,Pedestrian,-E4,normal
17.90,Ped2.0,Pedestrian,-E6,normal
18.00,CyanCar.0,Vehicle,-E6,normal
18.00,RedCar.0,Vehicle,-E4,normal
18.00,Ped1.0,Pedestrian,-E4,normal
18.00,Ped2.0,Pedestrian,-E6,normal
18.10,CyanCar.0,Vehicle,-E6,normal
18.10,CyanCar.1,Vehicle,-E6,normal
18.10,RedCar.0,Vehicle,-E4,normal
18.10,RedCar.1,Vehicle,-E4,normal
18.10,Ped1.0,Pedestrian,-E4,normal
18.10,Ped2.0,Pedestrian,-E6,normal
18.20,CyanCar.0,Vehicle,-E6,normal
18.20,CyanCar.1,Vehicle,-E6,normal
18.20,RedCar.0,Vehicle,-E4,normal
18.20,RedCar.1,Vehicle,-E4,normal
18.20,Ped1.0,Pedestrian,-E4,normal
18.20,Ped2.0,Pedestrian,-E6,normal
18.30,CyanCar.0,Vehicle,-E6,normal
18.30,CyanCar.1,Vehicle,-E6,normal
18.30,RedCar.0,Vehicle,-E4,normal
18.30,RedCar.1,Vehicle,-E4,normal
18.30,Ped1.0,Pedestrian,-E4,normal
18.30,Ped2.0,Pedestrian,-E6,normal
18.40,CyanCar.0,Vehicle,-E6,normal
18.40,CyanCar.1,Vehicle,-E6,normal
18.40,RedCar.0,Vehicle,-E4,normal
18.40,RedCar.1,Vehicle,-E4,normal
18.40,Ped1.0,Pedestrian,-E4,normal
18.40,Ped2.0,Pedestrian,-E6,normal
18.50,CyanCar.0,Vehicle,-E6,normal
18.50,CyanCar.1,Vehicle,-E6,normal
18.50,RedCar.0,Vehicle,-E4,normal
18.50,RedCar.1,Vehicle,-E4,normal
18.50,Ped1.0,Pedestrian,-E4,normal
18.50,Ped2.0,Pedestrian,-E6,normal
18.60,CyanCar.0,Vehicle,-E6,normal
18.60,CyanCar.1,Vehicle,-E6,normal
18.60,RedCar.0,Vehicle,-E4,normal
18.60,RedCar.1,Vehicle,-E4,normal
18.60,Ped1.0,Pedestrian,-E4,normal
18.60,Ped2.0,Pedestrian,-E6,normal
18.70,CyanCar.0,Vehicle,-E6,normal
18.70,CyanCar.1,Vehicle,-E6,normal
18.70,RedCar.0,Vehicle,-E4,normal
18.70,RedCar.1,Vehicle,-E4,normal
18.70,Ped1.0,Pedestrian,-E4,normal
18.70,Ped2.0,Pedestrian,-E6,normal
18.80,CyanCar.0,Vehicle,-E6,normal
18.80,CyanCar.1,Vehicle,-E6,normal
18.80,RedCar.0,Vehicle,-E4,normal
18.80,RedCar.1,Vehicle,-E4,normal
18.80,Ped1.0,Pedestrian,-E4,normal
18.80,Ped2.0,Pedestrian,-E6,normal
18.90,CyanCar.0,Vehicle,-E6,normal
18.90,CyanCar.1,Vehicle,-E6,normal
18.90,RedCar.0,Vehicle,-E4,normal
18.90,RedCar.1,Vehicle,-E4,normal
18.90,Ped1.0,Pedestrian,-E4,normal
18.90,Ped2.0,Pedestrian,-E6,normal
19.00,CyanCar.0,Vehicle,-E6,normal
19.00,CyanCar.1,Vehicle,-E6,normal
19.00,RedCar.0,Vehicle,-E4,normal
19.00,RedCar.1,Vehicle,-E4,normal
19.00,Ped1.0,Pedestrian,-E4,normal
19.00,Ped2.0,Pedestrian,-E6,normal
19.10,CyanCar.0,Vehicle,-E6,normal
19.10,CyanCar.1,Vehicle,-E6,normal
19.10,RedCar.0,Vehicle,-E4,normal
19.10,RedCar.1,Vehicle,-E4,normal
19.10,Ped1.0,Pedestrian,-E4,normal
19.10,Ped2.0,Pedestrian,-E6,normal
19.20,CyanCar.0,Vehicle,-E6,normal
19.20,CyanCar.1,Vehicle,-E6,normal
19.20,RedCar.0,Vehicle,-E4,normal
19.20,RedCar.1,Vehicle,-E4,normal
19.20,Ped1.0,Pedestrian,-E4,normal
19.20,Ped2.0,Pedestrian,-E6,normal
19.30,CyanCar.0,Vehicle,-E6,normal
19.30,CyanCar.1,Vehicle,-E6,normal
19.30,RedCar.0,Vehicle,-E4,normal
19.30,RedCar.1,Vehicle,-E4,normal
19.30,Ped1.0,Pedestrian,-E4,normal
19.30,Ped2.0,Pedestrian,-E6,normal
19.40,CyanCar.0,Vehicle,-E6,normal
19.40,CyanCar.1,Vehicle,-E6,normal
19.40,RedCar.0,Vehicle,-E4,normal
19.40,RedCar.1,Vehicle,-E4,normal
19.40,Ped1.0,Pedestrian,-E4,normal
19.40,Ped2.0,Pedestrian,-E6,normal
19.50,CyanCar.0,Vehicle,-E6,normal
19.50,CyanCar.1,Vehicle,-E6,normal
19.50,RedCar.0,Vehicle,-E4,normal
19.50,RedCar.1,Vehicle,-E4,normal
19.50,Ped1.0,Pedestrian,-E4,normal
19.50,Ped2.0,Pedestrian,-E6,normal
19.60,CyanCar.0,Vehicle,-E6,normal
19.60,CyanCar.1,Vehicle,-E6,normal
19.60,RedCar.0,Vehicle,-E4,normal
19.60,RedCar.1,Vehicle,-E4,normal
19.60,Ped1.0,Pedestrian,-E4,normal
19.60,Ped2.0,Pedestrian,-E6,normal
19.70,CyanCar.0,Vehicle,-E6,normal
19.70,CyanCar.1,Vehicle,-E6,normal
19.70,RedCar.0,Vehicle,-E4,normal
19.70,RedCar.1,Vehicle,-E4,normal
19.70,Ped1.0,Pedestrian,-E4,normal
19.70,Ped2.0,Pedestrian,-E6,normal
19.80,CyanCar.0,Vehicle,-E6,normal
19.80,CyanCar.1,Vehicle,-E6,normal
19.80,RedCar.0,Vehicle,-E4,normal
19.80,RedCar.1,Vehicle,-E4,normal
19.80,Ped1.0,Pedestrian,-E4,normal
19.80,Ped2.0,Pedestrian,-E6,normal
19.90,CyanCar.0,Vehicle,-E6,normal
19.90,CyanCar.1,Vehicle,-E6,normal
19.90,RedCar.0,Vehicle,-E4,normal
19.90,RedCar.1,Vehicle,-E4,normal
19.90,Ped1.0,Pedestrian,-E4,normal
19.90,Ped2.0,Pedestrian,-E6,normal
20.00,CyanCar.0,Vehicle,-E6,normal
20.00,CyanCar.1,Vehicle,-E6,normal
20.00,RedCar.0,Vehicle,-E4,normal
20.00,RedCar.1,Vehicle,-E4,normal
20.00,Ped1.0,Pedestrian,-E4,normal
20.00,Ped2.0,Pedestrian,-E6,normal
20.10,CyanCar.0,Vehicle,-E6,normal
20.10,CyanCar.1,Vehicle,-E6,normal
20.10,RedCar.0,Vehicle,-E4,normal
20.10,RedCar.1,Vehicle,-E4,normal
20.10,Ped1.0,Pedestrian,-E4,normal
20.10,Ped2.0,Pedestrian,-E6,normal
20.20,CyanCar.0,Vehicle,:J5_5,internal
20.20,CyanCar.1,Vehicle,-E6,normal
20.20,RedCar.0,Vehicle,-E4,normal
20.20,RedCar.1,Vehicle,-E4,normal
20.20,Ped1.0,Pedestrian,-E4,normal
20.20,Ped2.0,Pedestrian,-E6,normal
20.30,CyanCar.0,Vehicle,:J5_5,internal
20.30,CyanCar.1,Vehicle,-E6,normal
20.30,RedCar.0,Vehicle,-E4,normal
20.30,RedCar.1,Vehicle,-E4,normal
20.30,Ped1.0,Pedestrian,-E4,normal
20.30,Ped2.0,Pedestrian,-E6,normal
20.40,CyanCar.0,Vehicle,:J5_5,internal
20.40,CyanCar.1,Vehicle,-E6,normal
20.40,RedCar.0,Vehicle,-E4,normal
20.40,RedCar.1,Vehicle,-E4,normal
20.40,Ped1.0,Pedestrian,-E4,normal
20.40,Ped2.0,Pedestrian,-E6,normal
20.50,CyanCar.0,Vehicle,:J5_5,internal
20.50,CyanCar.1,Vehicle,-E6,normal
20.50,RedCar.0,Vehicle,-E4,normal
20.50,RedCar.1,Vehicle,-E4,normal
20.50,Ped1.0,Pedestrian,-E4,normal
20.50,Ped2.0,Pedestrian,-E6,normal
20.60,CyanCar.0,Vehicle,:J5_5,internal
20.60,CyanCar.1,Vehicle,-E6,normal
20.60,RedCar.0,Vehicle,-E4,normal
20.60,RedCar.1,Vehicle,-E4,normal
20.60,Ped1.0,Pedestrian,-E4,normal
20.60,Ped2.0,Pedestrian,-E6,normal
20.70,CyanCar.0,Vehicle,:J5_5,internal
20.70,CyanCar.1,Vehicle,-E6,normal
20.70,RedCar.0,Vehicle,-E4,normal
20.70,RedCar.1,Vehicle,-E4,normal
20.70,Ped1.0,Pedestrian,-E4,normal
20.70,Ped2.0,Pedestrian,-E6,normal
20.80,CyanCar.0,Vehicle,:J5_5,internal
20.80,CyanCar.1,Vehicle,-E6,normal
20.80,RedCar.0,Vehicle,-E4,normal
20.80,RedCar.1,Vehicle,-E4,normal
20.80,Ped1.0,Pedestrian,-E4,normal
20.80,Ped2.0,Pedestrian,-E6,normal
20.90,CyanCar.0,Vehicle,:J5_5,internal
20.90,CyanCar.1,Vehicle,-E6,normal
20.90,RedCar.0,Vehicle,-E4,normal
20.90,RedCar.1,Vehicle,-E4,normal
20.90,Ped1.0,Pedestrian,-E4,normal
20.90,Ped2.0,Pedestrian,-E6,normal
21.00,CyanCar.0,Vehicle,:J5_5,internal
21.00,CyanCar.1,Vehicle,-E6,normal
21.00,RedCar.0,Vehicle,-E4,normal
21.00,RedCar.1,Vehicle,-E4,normal
21.00,Ped1.0,Pedestrian,-E4,normal
21.00,Ped2.0,Pedestrian,-E6,normal
21.10,CyanCar.0,Vehicle,:J5_5,internal
21.10,CyanCar.1,Vehicle,-E6,normal
21.10,RedCar.0,Vehicle,-E4,normal
21.10,RedCar.1,Vehicle,-E4,normal
21.10,Ped1.0,Pedestrian,-E4,normal
21.10,Ped2.0,Pedestrian,-E6,normal
21.20,CyanCar.0,Vehicle,:J5_5,internal
21.20,CyanCar.1,Vehicle,-E6,normal
21.20,RedCar.0,Vehicle,-E4,normal
21.20,RedCar.1,Vehicle,-E4,normal
21.20,Ped1.0,Pedestrian,-E4,normal
21.20,Ped2.0,Pedestrian,-E6,normal
21.30,CyanCar.0,Vehicle,:J5_5,internal
21.30,CyanCar.1,Vehicle,-E6,normal
21.30,RedCar.0,Vehicle,-E4,normal
21.30,RedCar.1,Vehicle,-E4,normal
21.30,Ped1.0,Pedestrian,-E4,normal
21.30,Ped2.0,Pedestrian,-E6,normal
21.40,CyanCar.0,Vehicle,:J5_5,internal
21.40,CyanCar.1,Vehicle,-E6,normal
21.40,RedCar.0,Vehicle,-E4,normal
21.40,RedCar.1,Vehicle,-E4,normal
21.40,Ped1.0,Pedestrian,-E4,normal
21.40,Ped2.0,Pedestrian,-E6,normal
21.50,CyanCar.0,Vehicle,:J5_5,internal
21.50,CyanCar.1,Vehicle,-E6,normal
21.50,RedCar.0,Vehicle,-E4,normal
21.50,RedCar.1,Vehicle,-E4,normal
21.50,Ped1.0,Pedestrian,-E4,normal
21.50,Ped2.0,Pedestrian,-E6,normal
21.60,CyanCar.0,Vehicle,:J5_5,internal
21.60,CyanCar.1,Vehicle,-E6,normal
21.60,RedCar.0,Vehicle,-E4,normal
21.60,RedCar.1,Vehicle,-E4,normal
21.60,Ped1.0,Pedestrian,-E4,normal
21.60,Ped2.0,Pedestrian,-E6,normal
21.70,CyanCar.0,Vehicle,:J5_5,internal
21.70,CyanCar.1,Vehicle,-E6,normal
21.70,RedCar.0,Vehicle,-E4,normal
21.70,RedCar.1,Vehicle,-E4,normal
21.70,Ped1.0,Pedestrian,-E4,normal
21.70,Ped2.0,Pedestrian,-E6,normal
21.80,CyanCar.0,Vehicle,:J5_5,internal
21.80,CyanCar.1,Vehicle,-E6,normal
21.80,RedCar.0,Vehicle,-E4,normal
21.80,RedCar.1,Vehicle,-E4,normal
21.80,Ped1.0,Pedestrian,-E4,normal
21.80,Ped2.0,Pedestrian,-E6,normal
21.90,CyanCar.0,Vehicle,:J5_5,internal
21.90,CyanCar.1,Vehicle,-E6,normal
21.90,RedCar.0,Vehicle,-E4,normal
21.90,RedCar.1,Vehicle,-E4,normal
21.90,Ped1.0,Pedestrian,-E4,normal
21.90,Ped2.0,Pedestrian,-E6,normal
22.00,CyanCar.0,Vehicle,:J5_5,internal
22.00,CyanCar.1,Vehicle,-E6,normal
22.00,RedCar.0,Vehicle,:J5_13,internal
22.00,RedCar.1,Vehicle,-E4,normal
22.00,Ped1.0,Pedestrian,-E4,normal
22.00,Ped2.0,Pedestrian,-E6,normal
22.10,CyanCar.0,Vehicle,:J5_5,internal
22.10,CyanCar.1,Vehicle,-E6,normal
22.10,RedCar.0,Vehicle,:J5_13,internal
22.10,RedCar.1,Vehicle,-E4,normal
22.10,Ped1.0,Pedestrian,-E4,normal
22.10,Ped2.0,Pedestrian,-E6,normal
22.20,CyanCar.0,Vehicle,:J5_5,internal
22.20,CyanCar.1,Vehicle,-E6,normal
22.20,RedCar.0,Vehicle,:J5_13,internal
22.20,RedCar.1,Vehicle,-E4,normal
22.20,Ped1.0,Pedestrian,-E4,normal
22.20,Ped2.0,Pedestrian,-E6,normal
22.30,CyanCar.0,Vehicle,:J5_5,internal
22.30,CyanCar.1,Vehicle,-E6,normal
22.30,RedCar.0,Vehicle,:J5_13,internal
22.30,RedCar.1,Vehicle,-E4,normal
22.30,Ped1.0,Pedestrian,-E4,normal
22.30,Ped2.0,Pedestrian,-E6,normal
22.40,CyanCar.0,Vehicle,:J5_5,internal
22.40,CyanCar.1,Vehicle,-E6,normal
22.40,RedCar.0,Vehicle,:J5_13,internal
22.40,RedCar.1,Vehicle,-E4,normal
22.40,Ped1.0,Pedestrian,-E4,normal
22.40,Ped2.0,Pedestrian,-E6,normal
22.50,CyanCar.0,Vehicle,:J5_5,internal
22.50,CyanCar.1,Vehicle,-E6,normal
22.50,RedCar.0,Vehicle,:J5_13,internal
22.50,RedCar.1,Vehicle,-E4,normal
22.50,Ped1.0,Pedestrian,-E4,normal
22.50,Ped2.0,Pedestrian,-E6,normal
22.60,CyanCar.0,Vehicle,:J5_5,internal
22.60,CyanCar.1,Vehicle,-E6,normal
22.60,RedCar.0,Vehicle,:J5_13,internal
22.60,RedCar.1,Vehicle,-E4,normal
22.60,Ped1.0,Pedestrian,-E4,normal
22.60,Ped2.0,Pedestrian,-E6,normal
22.70,CyanCar.0,Vehicle,:J5_5,internal
22.70,CyanCar.1,Vehicle,-E6,normal
22.70,RedCar.0,Vehicle,:J5_13,internal
22.70,RedCar.1,Vehicle,-E4,normal
22.70,Ped1.0,Pedestrian,-E4,normal
22.70,Ped2.0,Pedestrian,-E6,normal
22.80,CyanCar.0,Vehicle,:J5_5,internal
22.80,CyanCar.1,Vehicle,-E6,normal
22.80,RedCar.0,Vehicle,:J5_13,internal
22.80,RedCar.1,Vehicle,-E4,normal
22.80,Ped1.0,Pedestrian,-E4,normal
22.80,Ped2.0,Pedestrian,-E6,normal
22.90,CyanCar.0,Vehicle,:J5_5,internal
22.90,CyanCar.1,Vehicle,-E6,normal
22.90,RedCar.0,Vehicle,:J5_13,internal
22.90,RedCar.1,Vehicle,-E4,normal
22.90,Ped1.0,Pedestrian,-E4,normal
22.90,Ped2.0,Pedestrian,-E6,normal
23.00,CyanCar.0,Vehicle,:J5_5,internal
23.00,CyanCar.1,Vehicle,-E6,normal
23.00,RedCar.0,Vehicle,:J5_13,internal
23.00,RedCar.1,Vehicle,-E4,normal
23.00,Ped1.0,Pedestrian,-E4,normal
23.00,Ped2.0,Pedestrian,-E6,normal
23.10,CyanCar.0,Vehicle,:J5_5,internal
23.10,CyanCar.1,Vehicle,-E6,normal
23.10,RedCar.0,Vehicle,:J5_13,internal
23.10,RedCar.1,Vehicle,-E4,normal
23.10,Ped1.0,Pedestrian,-E4,normal
23.10,Ped2.0,Pedestrian,-E6,normal
23.20,CyanCar.0,Vehicle,:J5_5,internal
23.20,CyanCar.1,Vehicle,-E6,normal
23.20,RedCar.0,Vehicle,:J5_13,internal
23.20,RedCar.1,Vehicle,-E4,normal
23.20,Ped1.0,Pedestrian,-E4,normal
23.20,Ped2.0,Pedestrian,-E6,normal
23.30,CyanCar.0,Vehicle,:J5_5,internal
23.30,CyanCar.1,Vehicle,-E6,normal
23.30,RedCar.0,Vehicle,:J5_13,internal
23.30,RedCar.1,Vehicle,-E4,normal
23.30,Ped1.0,Pedestrian,-E4,normal
23.30,Ped2.0,Pedestrian,-E6,normal
23.40,CyanCar.0,Vehicle,:J5_5,internal
23.40,CyanCar.1,Vehicle,-E6,normal
23.40,RedCar.0,Vehicle,:J5_13,internal
23.40,RedCar.1,Vehicle,-E4,normal
23.40,Ped1.0,Pedestrian,-E4,normal
23.40,Ped2.0,Pedestrian,-E6,normal
23.50,CyanCar.0,Vehicle,:J5_5,internal
23.50,CyanCar.1,Vehicle,-E6,normal
23.50,RedCar.0,Vehicle,:J5_13,internal
23.50,RedCar.1,Vehicle,-E4,normal
23.50,Ped1.0,Pedestrian,-E4,normal
23.50,Ped2.0,Pedestrian,-E6,normal
23.60,CyanCar.0,Vehicle,E4,normal
23.60,CyanCar.1,Vehicle,-E6,normal
23.60,RedCar.0,Vehicle,:J5_13,internal
23.60,RedCar.1,Vehicle,-E4,normal
23.60,Ped1.0,Pedestrian,-E4,normal
23.60,Ped2.0,Pedestrian,-E6,normal
23.70,CyanCar.0,Vehicle,E4,normal
23.70,CyanCar.1,Vehicle,-E6,normal
23.70,RedCar.0,Vehicle,:J5_13,internal
23.70,RedCar.1,Vehicle,-E4,normal
23.70,Ped1.0,Pedestrian,-E4,normal
23.70,Ped2.0,Pedestrian,-E6,normal
23.80,CyanCar.0,Vehicle,E4,normal
23.80,CyanCar.1,Vehicle,-E6,normal
23.80,RedCar.0,Vehicle,:J5_13,internal
23.80,RedCar.1,Vehicle,-E4,normal
23.80,Ped1.0,Pedestrian,-E4,normal
23.80,Ped2.0,Pedestrian,-E6,normal
